"Season","Team","Bat","BsR","Fld","Pos","Off","Def","Lg","Rep","RAR","WAR"
"2012","Yankees","11.9","5.6","-5.5","2.1","17.5","-3.4","3.0","20.4","37.4","3.9"
"2015","White Sox","15.6","6.0","-10.3","1.3","21.5","-9.0","2.5","20.6","35.6","3.8"
"2017","Pirates","14.6","3.8","0.9","-0.9","18.4","0.0","1.9","30.6","50.8","5.1"
"2011","Rangers","11.2","10.4","13.4","-2.9","21.6","10.4","4.3","31.1","67.5","7.1"
"2010","White Sox","5.9","1.3","0.9","1.5","7.2","2.5","3.6","19.2","32.5","3.4"
"2012","Athletics","24.8","6.2","-1.7","-4.7","31.0","-6.4","5.0","34.4","63.9","6.7"
"2017","Yankees","12.4","8.4","1.1","0.0","20.8","1.1","2.6","24.3","48.8","4.9"
"2017","Nationals","6.5","3.5","3.1","0.7","10.1","3.8","1.6","26.1","41.6","4.1"
"2014","Orioles","12.4","5.2","1.4","1.9","17.6","3.3","2.2","19.3","42.4","4.7"
"2015","Rockies","-0.6","2.6","-4.0","1.4","2.1","-2.6","1.4","23.3","24.1","2.6"
"2018","Nationals","14.8","4.9","-10.5","-2.8","19.7","-13.2","2.0","36.8","45.3","4.7"
"2012","Nationals","14.0","3.7","7.0","-1.3","17.7","5.7","0.8","30.6","54.8","5.7"
