"Season","Team","Bat","BsR","Fld","Pos","Off","Def","Lg","Rep","RAR","WAR"
"2014","Royals","-15.0","-3.3","5.5","2.0","-18.3","7.5","2.3","19.4","10.8","1.2"
"2019","Pirates","-28.1","-4.9","-12.9","2.9","-33.0","-10.1","0.9","28.1","-14.2","-1.4"
"2011","Marlins","-22.7","-2.2","-13.1","1.4","-24.9","-11.8","1.1","24.0","-11.7","-1.2"
"2014","Padres","-14.2","-2.6","-2.2","2.2","-16.8","0.0","1.5","21.4","6.1","0.7"
"2013","Angels","-14.2","-4.6","-2.9","2.5","-18.9","-0.4","2.7","19.7","3.1","0.3"
"2013","Dodgers","-24.0","-0.6","15.8","3.1","-24.6","18.9","1.6","33.4","29.3","3.2"
"2010","Orioles","-22.7","-5.4","-0.4","1.8","-28.1","1.3","3.7","19.4","-3.7","-0.4"
"2017","Phillies","-32.0","-2.2","0.1","2.3","-34.3","2.5","1.6","26.4","-3.8","-0.4"
"2013","Royals","-20.5","-3.0","-0.4","2.6","-23.5","2.2","2.8","20.8","2.4","0.3"
"2013","White Sox","-29.3","-6.4","-4.7","-0.1","-35.8","-4.8","3.9","28.7","-8.0","-0.9"
"2011","Dodgers","-25.8","-1.4","5.9","2.9","-27.2","8.8","1.4","31.5","14.4","1.5"
"2013","Brewers","-34.9","-8.4","-2.0","-1.7","-43.2","-3.7","1.6","32.3","-13.0","-1.4"
"2015","Brewers","-29.5","0.7","4.2","3.3","-28.8","7.4","1.6","28.3","8.6","0.9"
"2011","Phillies","-31.8","1.5","9.9","4.6","-30.3","14.4","1.3","30.7","16.2","1.7"
"2015","Angels","-19.2","-0.4","3.1","2.4","-19.6","5.5","2.8","23.3","12.0","1.3"
"2012","Indians","-24.5","-2.4","-10.2","0.4","-26.9","-9.8","4.1","28.1","-4.6","-0.5"
"2015","Red Sox","-17.9","-4.7","-12.6","1.8","-22.6","-10.8","2.0","16.5","-15.0","-1.6"
"2013","Marlins","-22.7","-0.9","8.0","1.3","-23.6","9.3","1.2","24.9","11.8","1.3"
"2018","Mariners","-18.2","-1.4","8.2","2.0","-19.6","10.2","2.3","21.4","14.2","1.5"
"2012","Athletics","-20.4","0.9","-2.5","3.2","-19.6","0.7","3.1","21.4","5.7","0.6"
"2012","White Sox","-28.1","-0.7","3.4","1.8","-28.8","5.2","3.4","23.2","2.8","0.3"
"2013","Yankees","-34.8","-1.2","8.9","0.4","-36.0","9.3","4.0","29.7","7.1","0.8"
"2019","Tigers","-26.5","-1.7","0.6","0.1","-28.2","0.7","2.7","21.2","-3.6","-0.4"
"2015","Indians","-34.8","-2.2","11.1","-0.3","-37.0","10.8","3.4","28.3","5.5","0.6"
"2011","White Sox","-31.2","0.7","-3.2","1.9","-30.5","-1.2","3.1","22.4","-6.2","-0.7"
"2014","Phillies","-28.3","-1.3","-7.1","4.1","-29.6","-3.0","1.9","26.6","-4.1","-0.4"
"2018","Mets","-27.7","-0.5","-4.4","3.1","-28.2","-1.3","1.4","26.0","-2.1","-0.2"
"2011","Brewers","-30.6","-7.2","6.6","2.0","-37.8","8.6","1.0","21.7","-6.6","-0.7"
"2018","Angels","-42.5","3.0","11.3","2.1","-39.4","13.4","3.6","34.0","11.7","1.2"
"2014","Astros","-22.8","-5.8","-3.7","2.5","-28.6","-1.2","2.3","20.0","-7.5","-0.8"
"2017","Giants","-57.0","2.8","-2.4","0.1","-54.2","-2.2","2.4","38.1","-15.9","-1.6"
"2015","White Sox","-29.7","-1.7","-1.7","2.4","-31.3","0.6","2.7","22.3","-5.8","-0.6"
"2011","Mariners","-25.3","-0.8","-3.0","3.5","-26.1","0.5","2.8","20.3","-2.6","-0.3"
"2012","Cubs","-28.7","-7.5","10.4","2.2","-36.2","12.6","0.5","18.1","-5.0","-0.5"
"2010","Mariners","-34.1","-4.3","4.5","0.0","-38.4","4.4","4.5","23.7","-5.8","-0.6"
"2011","Pirates","-42.3","-4.0","-1.2","3.0","-46.3","1.8","1.2","28.5","-14.7","-1.6"
"2010","Angels","-45.4","-1.3","1.7","3.0","-46.7","4.7","5.0","26.1","-10.9","-1.1"
