"Season","Team","Bat","BsR","Fld","Pos","Off","Def","Lg","Rep","RAR","WAR"
"2014","Brewers","20.8","-5.2","4.6","-12.1","15.7","-7.5","4.4","62.3","74.9","8.2"
"2016","Tigers","19.4","0.3","-29.1","-13.2","19.7","-42.3","9.0","63.4","49.8","5.1"
"2011","Red Sox","9.4","5.4","22.0","-13.9","14.8","8.1","8.6","62.3","93.8","9.9"
"2018","Pirates","29.3","-2.2","11.7","-11.9","27.1","-0.2","4.3","79.1","110.3","11.4"
"2014","Nationals","28.9","12.5","-6.6","-13.4","41.3","-20.0","5.1","71.4","97.8","10.7"
"2011","Rays","27.1","12.3","24.5","-11.3","39.4","13.2","7.8","56.7","117.0","12.4"
"2015","Pirates","28.2","-1.6","10.0","-12.7","26.6","-2.7","3.8","65.3","92.9","9.9"
"2019","Athletics","28.1","3.1","11.6","-15.1","31.2","-3.5","9.2","73.3","110.3","10.7"
"2012","Pirates","29.1","1.1","-13.8","-16.7","30.2","-30.6","1.8","73.5","74.9","7.8"
"2011","Mets","30.8","11.6","-46.7","-15.9","42.4","-62.6","3.2","73.7","56.7","6.0"
"2017","Rays","26.7","14.6","20.2","-20.7","41.4","-0.5","7.9","74.3","123.1","12.2"
"2018","Cubs","20.1","5.7","20.5","-12.0","25.8","8.4","4.0","73.9","112.2","11.6"
"2012","Reds","12.7","10.4","-1.5","-12.4","23.1","-13.9","1.6","63.1","73.9","7.7"
"2017","Diamondbacks","-14.4","12.3","-19.9","-7.8","-2.1","-27.7","5.8","93.1","69.1","6.9"
"2016","Indians","7.5","24.9","-3.9","-10.8","32.4","-14.7","10.9","76.5","105.1","10.7"
"2016","Orioles","16.5","-0.4","-30.4","-19.4","16.1","-49.8","10.1","71.4","47.8","4.9"
"2017","Tigers","10.3","0.4","-0.3","-13.2","10.8","-13.5","7.1","67.0","71.3","7.1"
"2015","Rockies","-18.7","6.9","-10.7","-12.1","-11.8","-22.7","3.7","64.5","33.7","3.6"
"2019","Diamondbacks","3.2","15.5","23.2","-11.6","18.7","11.6","2.5","80.1","112.9","11.0"
"2011","Astros","21.3","8.6","14.6","-18.2","29.9","-3.6","3.3","75.7","105.4","11.1"
"2010","Angels","17.1","-7.6","7.1","-16.9","9.5","-9.8","12.3","65.1","77.1","8.0"
"2016","Mariners","34.3","0.0","-8.8","-25.4","34.3","-34.3","12.2","86.2","98.5","10.1"
"2014","Angels","42.0","11.8","1.1","-22.3","53.9","-21.1","8.5","72.9","114.2","12.5"
"2018","Mets","31.1","3.5","-18.3","-16.2","34.7","-34.5","4.0","74.5","78.7","8.1"
"2013","Dodgers","32.2","-3.3","-10.3","-13.0","28.9","-23.4","3.5","72.1","81.1","8.8"
"2019","Pirates","7.1","4.9","-34.3","-14.1","12.0","-48.4","2.4","78.2","44.3","4.3"
"2015","Royals","14.4","15.5","23.5","-13.8","29.9","9.7","7.7","64.8","112.1","11.9"
"2012","Nationals","12.4","-0.5","-12.3","-13.2","11.9","-25.6","1.9","77.8","66.0","6.9"
"2018","Phillies","10.8","4.0","-32.8","-13.4","14.8","-46.2","3.6","67.2","39.4","4.1"
"2017","Indians","-2.3","12.5","-8.2","-13.1","10.2","-21.2","6.6","62.4","58.0","5.8"
"2013","Nationals","17.2","6.3","1.1","-12.8","23.6","-11.7","3.5","70.5","85.9","9.3"
"2010","Braves","0.2","1.6","-18.8","-13.3","1.8","-32.0","1.4","65.0","36.1","3.7"
"2012","Giants","27.1","20.1","6.6","-12.6","47.2","-6.0","1.6","64.7","107.5","11.3"
"2012","White Sox","5.6","1.2","6.8","-14.5","6.7","-7.7","9.2","63.5","71.7","7.5"
"2013","Rangers","-1.8","5.8","25.1","-17.5","4.0","7.5","8.5","62.6","82.6","8.9"
"2018","Athletics","24.8","1.1","4.5","-13.7","25.9","-9.2","7.1","66.6","90.4","9.3"
"2016","Mets","20.5","1.4","1.6","-13.1","21.9","-11.5","2.1","69.7","82.2","8.4"
"2017","Brewers","-7.0","10.0","3.4","-11.3","2.9","-7.8","4.3","68.9","68.2","6.8"
"2011","Pirates","19.7","-1.6","-9.9","-15.0","18.1","-24.9","3.1","69.9","66.1","7.0"
"2019","Phillies","-2.4","7.3","19.3","-10.9","4.9","8.3","2.7","85.9","101.8","9.9"
"2010","Orioles","-4.1","-0.5","-10.0","-15.1","-4.6","-25.2","12.2","64.2","46.7","4.8"
"2010","Royals","1.4","-3.2","-22.8","-12.7","-1.8","-35.5","12.0","63.4","38.1","4.0"
"2010","Twins","1.3","-8.0","-18.5","-23.6","-6.6","-42.2","15.5","81.5","48.1","5.0"
"2014","Giants","30.3","2.9","-7.3","-15.6","33.2","-22.9","4.7","65.8","80.8","8.9"
"2011","Reds","7.3","12.3","-0.3","-13.6","19.6","-13.9","3.0","68.7","77.4","8.2"
"2017","Red Sox","-6.7","16.1","21.2","-15.2","9.4","6.0","7.3","68.8","91.4","9.1"
"2013","Blue Jays","7.5","13.8","-2.2","-15.0","21.3","-17.2","9.2","68.2","81.5","8.8"
"2017","Athletics","15.0","0.0","-29.7","-16.4","14.9","-46.1","7.8","73.8","50.5","5.0"
"2018","Blue Jays","13.4","-0.3","-18.9","-17.5","13.2","-36.5","7.1","66.7","50.5","5.2"
"2012","Braves","9.7","15.8","37.8","-13.3","25.5","24.5","1.8","74.4","126.2","13.2"
